siteName,Latitude,Longitude,ecoHydro,ownAg,t1,t2,change,p.value
Medicine Lake NWR,48.501592,-104.316174,Northern Plains,Private,346.032986822986,502.000907814605,45.0731366461906,0.136369979336102
Ash Meadows NWR,36.398904,-116.334241,Mojave-Sonoran Deserts,Public,165.372739582704,171.93386055793,3.96747432000078,0.735625500689658
La Sauses,37.236399,-105.751664,Southern Rockies and Basins,Public,388.490647777618,166.877917029024,-57.0445471509654,0.00000000171408524956708
Pikes Stockade,37.361241,-105.820492,Southern Rockies and Basins,Public,979.505382325831,508.558225996732,-48.080098877133,0.0000000119985967469696
Adams Lake,37.405982,-105.850267,Southern Rockies and Basins,Public,987.142415391395,513.558351540913,-47.9752522499713,0.0000000119985967469696
Alamosa NWR,37.433478,-105.784454,Southern Rockies and Basins,Public,1473.93507268824,900.206643539188,-38.9249458663504,0.00000000685634099826834
Monte Vista NWR,37.482605,-106.060943,Southern Rockies and Basins,Public,1054.17562013669,649.261515683729,-38.4104979017117,0.0000000514225574870125
Blanca Wetlands,37.55643553,-105.6772562,Southern Rockies and Basins,Public,1605.71203519747,1124.01397244366,-29.9990317189451,0.00000000685634099826834
San Luis Lake SWA,37.685832,-105.716788,Southern Rockies and Basins,Public,1304.86293431843,909.882577135837,-30.2698733173,0.00000000171408524956708
Cotton Lake,37.71716937,-105.7094763,Southern Rockies and Basins,Public,1142.2826575262,708.01144424293,-38.0178417681449,0.00000000171408524956708
Russell Lakes SWA,37.940509,-106.13327,Southern Rockies and Basins,Public,587.282280734621,349.220701512736,-40.5361419936078,0.00000000342817049913417
John Martin Reservoir,38.077624,-103.033243,Southern Plains,Public,2418.02002187937,1202.44284020939,-50.271592901253,0.0000193023139953749
Neeskah Reservoir,38.28444,-102.644716,Southern Plains,Public,2163.32743839976,1101.23585433748,-49.0952763418893,0.000000639353798088522
Mud Lake CO,38.329408,-102.731341,Southern Plains,Public,2177.08418083824,1118.18950820924,-48.6382052632111,0.000000639353798088522
Kirch WMA,38.367758,-115.115858,Great Basin-Colorado Plateau,Public,604.892192333721,622.06421199958,2.83885622652993,0.465378817853854
Railroad Valley,38.5391,-115.7356,Great Basin-Colorado Plateau,Public,1734.30697703604,2269.04511120098,30.8329575585762,0.606048247505957
Fruitgrowers Reservoir,38.828625,-107.951898,Great Basin-Colorado Plateau,Public,39.6474778764235,38.2406929081293,-3.54823318819653,0.0871790202890358
Cheney Reservoir,38.88643835,-108.3228171,Great Basin-Colorado Plateau,Public,171.939638958603,161.709496085713,-5.94984550092788,0.00368549583314018
Eleven Mile State Park,38.92835709,-105.5202629,Southern Rockies and Basins,Public,5.13717859883263,5.65673917328988,10.1137339195355,0.0684712521892404
Alkali Lake WMA,38.929515,-119.370921,Great Basin-Colorado Plateau,Public,664.438509422047,437.215604019002,-34.1977326992519,0.00000156838800335388
Mason Valley WMA,39.090337,-119.097122,Great Basin-Colorado Plateau,Public,912.984225460278,782.173970886595,-14.3277672193882,0.109671260646537
Washoe Lake,39.281239,-119.793005,Great Basin-Colorado Plateau,Public,344.270545029504,241.212361219269,-29.9352312587193,0.0942345911299465
Carson Lake,39.310493,-118.73423,Great Basin-Colorado Plateau,Public,4238.11380490707,3377.17642617912,-20.3141637615091,0.217126918696677
Spring Valley,39.45577,-114.495398,Great Basin-Colorado Plateau,Public,909.013099262751,610.996400595138,-32.7846429176123,0.00475274016024863
Harmon Reservoir,39.46611,-118.643904,Great Basin-Colorado Plateau,Public,4575.53431935704,3602.36707892903,-21.2689310691206,0.0486639858201955
Canvasback Club,39.581536,-118.522129,Great Basin-Colorado Plateau,Public,6805.19894946447,3789.10807326035,-44.3203923735612,0.0942345911299465
Stillwater NWR,39.625869,-118.519698,Great Basin-Colorado Plateau,Public,9062.55578694955,4187.76300467762,-53.7904857842843,0.136369979336102
Cherry Creek State Park,39.638378,-104.854793,Southern Plains,Public,41.7505316644772,30.8312191672986,-26.1537088555669,0.0077210027319862
Swan Lake,39.653888,-119.840469,Great Basin-Colorado Plateau,Public,13.986083047604,11.188473510329,-20.0028094195698,0.0371033258558935
Fish Springs NWR,39.852173,-113.373091,Great Basin-Colorado Plateau,Public,2731.53468287741,2427.53553697543,-11.1292434911258,0.118083439115962
Humboldt WMA,40.005322,-118.620108,Great Basin-Colorado Plateau,Public,4640.55955989839,1011.84761779716,-78.1955687727599,0.00418947289230314
Utah Lake,40.031378,-111.888607,Great Basin-Colorado Plateau,Public,1583.96543831091,1041.34976274256,-34.2567875816143,0.0077210027319862
Hinman Reservoir,40.148591,-106.462619,Southern Rockies and Basins,Public,54.8967389127787,54.8784738916733,-0.0332715958492372,0.901044523270083
Ouray NWR,40.15894,-109.588484,Great Basin-Colorado Plateau,Public,3347.97279445234,3177.92875083495,-5.07901509531848,0.606048247505957
Ruby Lake NWR,40.197491,-115.479245,Great Basin-Colorado Plateau,Public,5743.44313609618,3925.93447590685,-31.6449317442828,0.00000760539625232915
Honey Lake,40.30222222,-120.3883333,Great Basin-Colorado Plateau,Public,1026.47356739814,510.27124841949,-50.2889051772757,0.0000122437109376577
Lower Latham Reservoir,40.34333,-104.636539,Southern Plains,Public,24.7103049309639,17.2001708957708,-30.3927209970703,0.00000000171408524956708
Franklin Lake,40.348441,-115.415327,Great Basin-Colorado Plateau,Public,4200.09933465887,1567.3909258862,-62.682051042169,0.000779499122178377
Hebron Slough,40.54555,-106.360452,Southern Rockies and Basins,Public,230.072287314315,185.449263276311,-19.3952190239416,0.363191282546376
Rye Patch Reservoir,40.570604,-118.304659,Great Basin-Colorado Plateau,Public,3227.70169322463,2106.56771857981,-34.7347456860163,0.0445226890079167
Walden Reservoir,40.7339,-106.3046,Southern Rockies and Basins,Public,208.368489197348,177.746584378884,-14.6960343842884,0.682660043646953
Harrison Duck Club,40.83333333,-112.0416667,Great Basin-Colorado Plateau,Public,14740.146339558,11443.2081834131,-22.3670652936258,0.00000000171408524956708
Farmington Bay WMA,40.882656,-112.013221,Great Basin-Colorado Plateau,Public,18906.342200095,13568.8474912963,-28.2312392968956,0.00000000171408524956708
Secret Soldier,40.902366,-115.364126,Great Basin-Colorado Plateau,Public,74.8534679477617,73.5458827211183,-1.74685991510234,0.789842685626712
Humboldt River,40.932163,-117.234238,Great Basin-Colorado Plateau,Public,316.005336641268,292.162259799882,-7.54515005816259,0.465378817853854
Humboldt River,40.964797,-117.276257,Great Basin-Colorado Plateau,Public,316.005336641268,292.162259799882,-7.54515005816259,0.465378817853854
Humboldt River,41.01603,-117.705233,Great Basin-Colorado Plateau,Public,17.3090141386531,19.447609466426,12.3553849493782,0.275974818065063
Layton Wetlands,41.027648,-112.027775,Great Basin-Colorado Plateau,Public,21742.5996357865,15215.3770726768,-30.0204330321498,0.00000000171408524956708
Humboldt River,41.029175,-117.648049,Great Basin-Colorado Plateau,Public,17.1144355568852,19.3993254562989,13.3506588155895,0.275974818065063
Caldwell Lake,41.154981,-105.793461,Southern Rockies and Basins,Public,609.164397958303,528.530160518245,-13.2368598214727,0.0531138179773964
Ogden Bay WMA,41.178333,-112.195,Great Basin-Colorado Plateau,Public,26812.979091237,21671.2405057772,-19.1763047588407,0.00000000171408524956708
Hutton Lake NWR,41.178731,-105.725694,Southern Rockies and Basins,Public,568.019890222166,496.251836638963,-12.634778256644,0.0337951773200193
Rock Creek,41.198266,-116.704147,Great Basin-Colorado Plateau,Public,6.67889521554112,4.0060656978037,-40.0190365543993,0.00608087340459694
South Willard Bay,41.322778,-112.159167,Great Basin-Colorado Plateau,Public,39262.0733899213,32284.3638327307,-17.7721372172408,0.0000000771338362305188
Harold Crane WMA,41.345571,-112.16475,Great Basin-Colorado Plateau,Public,39774.4437151555,32895.8926279984,-17.2938963934173,0.0000000771338362305188
Pilger Lake,41.375172,-105.830834,Southern Rockies and Basins,Public,891.286834661487,662.644983687502,-25.6530044069174,0.0000154079123083585
Bamforth Lake,41.389994,-105.738911,Southern Rockies and Basins,Public,675.173444964331,468.089452444861,-30.6712288618534,0.000000238257849689825
Bear River Bay,41.395918,-112.230713,Great Basin-Colorado Plateau,Public,47397.4625662613,38458.5258715854,-18.8595258283696,0.0000000325676197417746
Carroll Lake,41.413979,-105.717884,Southern Rockies and Basins,Public,705.957671341049,500.697884450614,-29.0753674367643,0.00000461603157708416
Reeder Overflow,41.437437,-112.094946,Great Basin-Colorado Plateau,Public,26394.8015759403,22502.3932677988,-14.7468746712974,0.000024057186477674
Quinn River,41.448792,-117.500499,Great Basin-Colorado Plateau,Public,12.2522439399311,13.1113358767793,7.01171100624592,0.656717966752763
Modoc NWR,41.45752778,-120.5219444,Pacific NW,Public,1423.21647871009,1348.20140607936,-5.27081253996666,0.326477223736574
Quinn River,41.484609,-117.507758,Great Basin-Colorado Plateau,Public,8.22582191579592,10.2293569880384,24.3566550887163,0.377446755539236
Chesapeake Club,41.485191,-112.17089,Great Basin-Colorado Plateau,Public,36785.7734991547,29951.9001126884,-18.5774899816183,0.000000870755306780079
Bear River MBR,41.485882,-112.327199,Great Basin-Colorado Plateau,Public,72928.2207161787,55937.0302717244,-23.2985122598568,0.0000000771338362305188
Knudsons Marsh,41.48595,-112.097674,Great Basin-Colorado Plateau,Public,22696.1608791769,19759.4479957359,-12.939249501599,0.000208072808444948
Bear River MBR,41.487828,-112.321693,Great Basin-Colorado Plateau,Public,72941.2702776031,55947.1625058527,-23.298343594886,0.0000000771338362305188
Bear River Club,41.499041,-112.231805,Great Basin-Colorado Plateau,Public,40451.0623808705,31889.3098663117,-21.1657049546559,0.000000238257849689825
Quinn River Lakes,41.512808,-118.152006,Great Basin-Colorado Plateau,Public,507.442724824636,179.385039612915,-64.6492045629569,0.000024057186477674
South Corrine,41.527068,-112.120066,Great Basin-Colorado Plateau,Public,21487.6930237999,19140.8985526459,-10.9215748221768,0.00163427401217674
Public Shooting Grounds WMA,41.579441,-112.316794,Great Basin-Colorado Plateau,Public,22133.5056587435,17187.9815322148,-22.3440615453297,0.000000870755306780079
Fairchild Swamp,41.60933285,-120.8513553,Pacific NW,Public,3991.18622698989,3419.13373424161,-14.3328940373627,0.025304334336236
Cutler Marsh,41.758283,-111.939667,Great Basin-Colorado Plateau,Public,1119.11823608246,1089.05222387357,-2.68658049163232,0.00000000342817049913417
Ambler Spring,41.905218,-106.049253,Southern Rockies and Basins,Public,322.723017751446,325.302065303143,0.799152031257697,0.817344976051701
Cokeville Meadows NWR,41.924071,-110.990207,Southern Rockies and Basins,Public,622.745061701456,605.01348151075,-2.84732570054594,0.656717966752763
Tule Lake NWR,41.92861111,-121.5069444,Pacific NW,Public,3544.89370481201,2889.15882897833,-18.4980123647588,0.708971519625106
Quinn River,41.93956,-117.725305,Great Basin-Colorado Plateau,Public,351.779031753342,532.209841337738,51.2909506530536,0.179180466874141
Quinn River,41.953392,-117.72557,Great Basin-Colorado Plateau,Public,351.714510703772,532.01223055488,51.2625195617708,0.179180466874141
Quinn River,41.981998,-117.768458,Great Basin-Colorado Plateau,Public,351.878403118367,532.467853241991,51.321549865871,0.179180466874141
Lower Klamath NWR,41.98749922,-121.7372991,Pacific NW,Public,5901.8658859071,4418.38065035127,-25.1358682869803,0.0307354340185123
Duck Valley,42.09002,-116.134197,Great Basin-Colorado Plateau,Public,1281.37353015333,1373.61255635932,7.19844947904925,0.606048247505957
Goose Lake,42.1043,-120.3676,Pacific NW,Public,7958.6548213067,5711.11895750811,-28.2401475407822,0.000036881972314935
Twenty-mile Slough,42.13611111,-119.8838889,Great Basin-Colorado Plateau,Public,2173.71917264696,1235.1703494212,-43.1770964269905,0.0121775798146441
Greaser Reservoir,42.1481,-119.8303,Great Basin-Colorado Plateau,Public,2442.73127564377,1355.34013098372,-44.5153814298903,0.00973134190566222
Bear Lake NWR,42.14883,-111.2950882,Southern Rockies and Basins,Public,6023.26584038022,4633.44954497253,-23.0741317457766,0.000000020569022994805
Old Eden Reservoir,42.213162,-109.364222,Southern Rockies and Basins,Public,242.196667203996,176.205592449912,-27.2468962995688,0.0684712521892404
Oxford Slough WPA,42.25039,-112.0019836,Great Basin-Colorado Plateau,Public,63.4323064298771,57.3078054792383,-9.65517619544427,0.0684712521892404
Crump Lake,42.2712,-119.8551,Great Basin-Colorado Plateau,Public,3483.55666471604,1999.04006345657,-42.6149692438111,0.00283464791244857
Hart Lake,42.44722222,-119.8719444,Great Basin-Colorado Plateau,Public,3443.72476940324,1174.54952185329,-65.8930489367527,0.000779499122178377
Smokey Lake,42.4476,-121.368,Pacific NW,Public,41.3298327450933,42.90724386784,3.81664047003428,0.606048247505957
Anderson Lake,42.50527778,-119.8261111,Great Basin-Colorado Plateau,Public,3904.840967483,1166.03815505692,-70.1386518742521,0.00041189639955622
Hawkins Reservoir,42.51312,-112.337431,Great Basin-Colorado Plateau,Public,18.9957641035019,17.2773797822129,-9.04614477167663,0.0135868612828775
Chewaucan Marshes,42.5587,-120.3841,Great Basin-Colorado Plateau,Public,403.149843383461,287.061724529989,-28.7952781723031,0.00041189639955622
Chester Hill Reservoir,42.69563,-111.6138013,Great Basin-Colorado Plateau,Public,560.138904213192,506.42380080009,-9.58960411588517,0.00973134190566222
Lake Abert,42.69583333,-120.2788889,Great Basin-Colorado Plateau,Public,3252.25101034573,2761.2585943505,-15.0970024894552,0.0743134546496024
Sycan Marsh,42.83611111,-121.065,Pacific NW,Public,265.147452566655,209.602403481904,-20.9487394832836,0.0942345911299465
Knox Pond,42.8825,-118.8611111,Great Basin-Colorado Plateau,Public,1828.15715733036,1401.17748027326,-23.3557424395948,0.000000166266269208007
Faye Field,42.89027778,-118.8861111,Great Basin-Colorado Plateau,Public,1915.92196403817,1458.74415001762,-23.8620268780136,0.000000166266269208007
Blackfoot Reservoir,42.90993,-111.6204183,Great Basin-Colorado Plateau,Public,2737.35634201398,2527.14419640798,-7.67938548516997,0.179180466874141
Summer Lake WMA,42.92138889,-120.7761111,Great Basin-Colorado Plateau,Public,9353.80183870321,8496.05348342146,-9.17005053210178,0.101726933175555
Schoolhouse Lake,42.95277778,-120.7138889,Great Basin-Colorado Plateau,Public,8595.77674387,7766.03871130538,-9.65285694694602,0.101726933175555
Sterling WMA,42.976963,-112.782963,Great Basin-Colorado Plateau,Public,3599.52974167628,3394.92836731352,-5.68411401061171,0.402312098739607
Grays Lake NWR,43.00889,-111.426543,Middle Rockies,Public,5624.72579607806,6030.9943337747,7.22290387879735,0.292198722370563
American Falls Reservoir,43.02687,-112.6435812,Great Basin-Colorado Plateau,Public,4498.03056199853,4333.20595110295,-3.66437285437967,0.533434832891386
Diamond Swamp,43.03333333,-118.7938889,Great Basin-Colorado Plateau,Public,2920.65576686516,2148.13198025569,-26.4503539024952,0.0000678674913713591
Retherford Lake,43.05833333,-118.7930556,Great Basin-Colorado Plateau,Public,2921.03104867618,2182.11093692628,-25.2965510957092,0.00041189639955622
Lava Swamp,43.06722222,-118.8288889,Great Basin-Colorado Plateau,Public,3007.03177160187,2213.19118478909,-26.3994745353123,0.000485050129837244
Silver Lake Lake Co,43.1217,-120.9295,Great Basin-Colorado Plateau,Public,893.863444874231,9.61659067332022,-98.9241543852738,0.0000999688799252515
Paulina Marsh,43.1551,-120.9788,Great Basin-Colorado Plateau,Public,906.95058346532,19.3617860611727,-97.8651773961935,0.00041189639955622
Ibis Pond,43.20666667,-118.905,Great Basin-Colorado Plateau,Public,10542.7768166082,5134.2367405034,-51.3009064896892,0.000000166266269208007
Wrights Pond,43.225,-118.8780556,Great Basin-Colorado Plateau,Public,10870.6889941669,5192.70625814608,-52.2320410331635,0.000000166266269208007
Sodhouse Bay,43.24472222,-118.8730556,Great Basin-Colorado Plateau,Public,11357.4358253503,5392.71771025416,-52.5181758173147,0.000000166266269208007
Malheur Lake,43.291542,-118.8199273,Great Basin-Colorado Plateau,Public,13446.8189531038,6552.19034223679,-51.2733058644743,0.000000238257849689825
Warbler Pond,43.30527778,-119.3030556,Great Basin-Colorado Plateau,Public,2566.69292205609,1594.62140828433,-37.8725287087738,0.00000156838800335388
Silver Lake,43.37388889,-119.3780556,Great Basin-Colorado Plateau,Public,2298.2743286951,1558.41683223164,-32.1918705363396,0.000145186448808831
Red-S,43.4175,-118.9088889,Great Basin-Colorado Plateau,Public,7098.95145376682,3521.76096930089,-50.3904063545585,0.000000334246623665581
Squarewell Slough,43.44138889,-118.84,Great Basin-Colorado Plateau,Public,7032.02631270576,3782.94632997857,-46.2040361944695,0.000000466231187882247
Island Ranch,43.45972222,-118.9388889,Great Basin-Colorado Plateau,Public,3485.5953574477,1776.11983973353,-49.0440037470648,0.000000639353798088522
Nine-Mile Slough,43.47222222,-118.6969444,Great Basin-Colorado Plateau,Public,4642.27251526999,2357.28595318037,-49.2212931182634,0.000000166266269208007
Silvies River,43.56805556,-119.0344444,Great Basin-Colorado Plateau,Public,133.842942519252,136.505618117021,1.98940306276223,0.682660043646953
Market Lake WMA,43.79011,-112.1615369,Great Basin-Colorado Plateau,Public,907.166294576115,561.942944878667,-38.0551340764659,0.000024057186477674
Fort Boise WMA,43.817288,-117.00133,Great Basin-Colorado Plateau,Public,1286.06382008973,1214.6487771087,-5.55299370571317,0.0000825126357436603
Mud Lake WMA,43.89228,-112.454048,Great Basin-Colorado Plateau,Public,2195.72157495096,1760.00819008389,-19.8437447551519,0.000145186448808831
Camas NWR,43.93804,-112.2643843,Great Basin-Colorado Plateau,Public,2255.12362051889,1782.28327543706,-20.9673802704011,0.000145186448808831
Red Rock Lakes NWR,44.63749,-111.840605,Middle Rockies,Public,1627.61264494088,1630.33861155105,0.16748251610358,0.98582866821464
Dailey Lake,45.26296,-110.81626,Middle Rockies,Public,467.077295245088,457.325713642371,-2.08778754651304,0.0121775798146441
Willow Creek Reservoir,45.684042,-111.710739,Middle Rockies,Public,473.222407536393,453.38226989895,-4.19256090190903,0.00973134190566222
Grass Lake NWR,45.8974,-109.1,Northern Plains,Public,357.590517110959,158.934506499359,-55.5540488647684,0.00000967258306330706
Cottonwood Reservoir,46.0384,-110.69073,Northern Plains,Public,129.391714883148,131.550877455751,1.66870233890387,0.872978811309476
Spidel WPA,46.13717,-108.85596,Northern Plains,Public,84.211544205971,86.821859030274,3.09971138626611,0.487528517129167
Warm Springs WMA,46.18597,-112.80396,Middle Rockies,Public,869.173984399263,734.054134904066,-15.5457770159315,0.0024781901721191
Warm Springs WMA,46.1975,-112.7754,Middle Rockies,Public,871.266825314298,734.982487464662,-15.6420896434882,0.00216183688437375
Canyon Ferry WMA,46.35817,-111.52088,Middle Rockies,Public,1073.38555150738,1028.94818370662,-4.13992602549514,0.00973134190566222
Lee Metcalf NWR,46.54234,-114.08167,Middle Rockies,Public,399.649363568427,364.33594713699,-8.83609975407618,0.000779499122178377
Lake Helena WMA,46.70239,-111.96322,Middle Rockies,Public,115.122462659687,109.668038221544,-4.73793238272417,0.00000117243431070389
Browns Lake,46.951106,-113.016845,Middle Rockies,Public,593.69458581513,556.866317266891,-6.203234698136,0.00188177249544698
Kleinschmidt Lake,46.9746,-113.04274,Middle Rockies,Public,655.104237868079,618.055434176133,-5.65540589578767,0.00141612409654959
Upper Carter Pond FAS,47.153244,-109.425143,Northern Plains,Public,45.1866132460677,48.1946794534511,6.65698531333325,0.0684712521892404
Ninepipe NWR,47.436792,-114.127469,Northern Rockies,Public,1774.35553644204,1513.78650935114,-14.6852770901482,0.00000000171408524956708
Kicking Horse Reservoir,47.455083,-114.069563,Northern Rockies,Public,1230.53895662184,1019.48984356721,-17.1509493396303,0.00000000171408524956708
Pablo NWR,47.644665,-114.170265,Northern Rockies,Public,1620.15807728666,1468.91371572887,-9.33516078943887,0.00000000342817049913417
Freezeout Lake,47.66257,-112.04601,Northern Plains,Public,1475.23982772553,1302.35749301499,-11.7189308112079,0.0000000514225574870125
Benton Lake NWR,47.670001,-111.329999,Northern Plains,Public,1580.72255696403,1015.9647975856,-35.7278231331829,0.00000207575723722574
Wild Horse Reservoir,48.12381,-108.17002,Northern Plains,Public,391.564162942707,500.491658248047,27.8185558368575,0.167665804387511
Manning Lake,48.27249,-104.74924,Northern Plains,Public,2678.56004339747,2986.53345897685,11.4977230522989,0.217126918696677
Manning Lake,48.272495,-104.749238,Northern Plains,Public,2678.56004339747,2986.53345897685,11.4977230522989,0.217126918696677
Bowdoin NWR,48.373459,-107.679346,Northern Plains,Public,2797.6741093987,2509.60323084707,-10.296798958244,0.000247904721474388
Homestead Lake,48.378478,-104.577667,Northern Plains,Public,1156.4694033249,1372.09713379578,18.6453467641198,0.0207018920270105
Medicine Lake NWR,48.37848,-104.57767,Northern Plains,Public,2224.50652051603,2678.86585311586,20.4251742312012,0.018679509690371
Medicine Lake NWR,48.38785,-104.577667,Northern Plains,Public,2251.56652742504,2710.44029285982,20.3802001782092,0.018679509690371
Nelson Reservoir,48.48538,-107.57585,Northern Plains,Public,3238.34459816405,2890.3548574893,-10.745914467288,0.0000825126357436603
Medicine Lake NWR,48.501592,-104.316174,Northern Plains,Public,1459.16717284721,1726.97400944588,18.353403337337,0.0108956188846634
